Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Dropout,Status_Enrolled,Status_Graduate
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,120.0,Portuguese,Higher Education,Secondary Education,Professionals,Unskilled Workers,113.4,No,No,No,Yes,Female,No,18,No,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Oral Hygiene,Daytime,Secondary education,131.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,128.5,No,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,141.0,Portuguese,Secondary Education,Secondary Education,Technicians,Armed Forces,142.8,No,No,No,Yes,Female,No,18,No,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,144.0,Portuguese,Higher Education,Secondary Education,Managers,Technicians,137.7,No,No,No,No,Female,No,23,No,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,107.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,103.5,Yes,No,No,Yes,Female,No,20,No,0,6,13,3,11.2,0,0,6,9,4,12.0,0,16.2,0.3,-0.92,2,False,True,False
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,123.2,No,No,No,Yes,Female,No,18,No,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,16.2,0.3,-0.92,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Basic Education,Daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Education,Professionals,Armed Forces,126.0,Yes,No,No,Yes,Female,No,19,No,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,2,False,True,False
Single,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Education,Technicians,Skilled Workers,121.7,No,No,No,Yes,Female,Yes,27,No,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,12.4,0.5,1.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Management,Daytime,Secondary education,147.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Agricultural Workers,142.8,Yes,No,Yes,No,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,4,12.0,0,11.1,0.6,2.02,2,False,True,False
Single,Change of course,First Choice,Equinculture,Daytime,Secondary education,120.0,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Unskilled Workers,120.0,Yes,No,No,Yes,Female,No,21,No,0,6,14,5,11.5,1,0,6,13,5,11.0,1,15.5,2.8,-4.06,1,True,False,False
Single,3rd phase - general contingent,First Choice,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Machine Operators,119.3,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Social Service,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Agricultural Workers,Unskilled Workers,121.0,No,No,No,Yes,Female,Yes,21,No,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,138.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,139.4,Yes,No,No,Yes,Female,No,18,No,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,0,False,False,True
Single,2nd phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,124.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,113.9,Yes,No,No,Yes,Female,Yes,20,No,0,5,8,5,12.0,1,0,5,8,4,15.0,1,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,124.6,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,13.0,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,0,False,False,True
Single,2nd phase - general contingent,First Choice,Communication Design,Daytime,Secondary education,122.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Machine Operators,123.8,Yes,No,Yes,No,Female,Yes,18,No,0,6,6,6,11.833333333333334,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,1,True,False,False
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,138.0,Portuguese,Secondary Education,Higher Education,Administrative Staff,Administrative Staff,126.3,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.0,0,0,6,9,6,13.333333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,134.0,Portuguese,Secondary Education,Secondary Education,Technicians,Technicians,120.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,128.0,Portuguese,Secondary Education,Secondary Education,Skilled Workers,Skilled Workers,120.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,2,False,True,False
Single,Short cycle diploma holders,First Choice,Veterinary Nursing,Daytime,Other,140.0,Portuguese,Basic Education,Basic Education,Machine Operators,Unskilled Workers,144.9,Yes,No,Yes,No,Female,No,23,No,7,11,18,11,13.166666666666666,0,4,9,15,8,13.333333333333334,0,8.9,1.4,3.51,2,False,True,False
Single,Over 23 years old,First Choice,Veterinary Nursing,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,139.9,Yes,No,No,Yes,Female,Yes,24,No,1,6,7,6,12.5,0,0,6,11,6,12.833333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,142.0,Portuguese,Secondary Education,Secondary Education,Technicians,Technicians,133.3,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,141.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,126.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,15.657142857142857,0,0,8,8,7,15.657142857142857,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,145.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Technicians,133.5,No,No,No,Yes,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,6,6,11.333333333333334,0,12.7,3.7,-1.7,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Basic Education,Daytime,Secondary education,145.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,127.9,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,108.0,Portuguese,Secondary Education,Basic Education,Service Workers,Machine Operators,105.9,No,No,No,Yes,Female,Yes,20,No,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,11.1,0.6,2.02,2,False,True,False
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,132.0,Portuguese,Secondary Education,Other,Administrative Staff,Service Workers,124.3,No,No,No,Yes,Female,No,20,No,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,13.9,-0.3,0.79,2,False,True,False
Single,Over 23 years old,First Choice,Journalism and Communication,Daytime,Secondary education,140.0,Portuguese,Other,Basic Education,Student,Student,102.5,No,No,No,Yes,Female,No,26,No,0,6,8,4,11.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,Over 23 years old,First Choice,Tourism,Daytime,Basic education,133.1,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Service Workers,97.0,No,No,Yes,No,Male,No,36,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,2nd phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,128.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,134.7,No,No,No,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,Transfer,First Choice,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,113.8,No,No,No,No,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,1,True,False,False
Single,1st phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Higher Education,Secondary Education,Professionals,Service Workers,116.9,No,No,No,Yes,Male,No,18,No,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,139.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,124.0,Yes,No,No,Yes,Male,Yes,18,No,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,0,False,False,True
Single,Over 23 years old,First Choice,Communication Design,Daytime,Secondary education,139.3,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,117.5,No,No,No,Yes,Male,No,28,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Animation and Multimedia Design,Daytime,Technological specialization,150.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Unskilled Workers,154.8,Yes,No,No,Yes,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,138.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,141.0,No,No,No,Yes,Male,No,19,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,0,False,False,True
Single,Over 23 years old,First Choice,Advertising and Marketing Management,Daytime,Other,133.1,Portuguese,Higher Education,Higher Education,Technicians,Technicians,120.0,No,No,Yes,No,Male,No,26,No,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,1,True,False,False
Single,Change of institution/course,First Choice,Informatics Engineering,Daytime,Secondary education,136.0,Portuguese,Secondary Education,Basic Education,Technicians,Service Workers,133.6,Yes,No,No,Yes,Male,No,20,No,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,134.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,122.0,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Technicians,120.0,Yes,No,No,Yes,Male,No,21,No,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,1,True,False,False
Single,Short cycle diploma holders,First Choice,Advertising and Marketing Management,Daytime,Other,110.0,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Unskilled Workers,114.2,No,No,No,Yes,Male,Yes,23,No,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,0,False,False,True
Single,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Basic education,133.1,Portuguese,Basic Education,Basic Education,Administrative Staff,Machine Operators,95.5,No,No,No,Yes,Male,No,29,No,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,129.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,120.0,No,No,No,Yes,Male,No,20,No,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,116.0,Portuguese,Secondary Education,Basic Education,Service Workers,Unskilled Workers,111.1,No,No,No,Yes,Male,No,18,No,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,15.5,2.8,-4.06,0,False,False,True
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Education,Technicians,Service Workers,128.6,Yes,No,No,Yes,Male,No,19,No,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,0,False,False,True
Single,Holders of other higher courses,First Choice,Oral Hygiene,Daytime,Higher education,130.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Machine Operators,130.0,No,No,No,No,Male,No,23,No,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,116.0,Portuguese,Basic Education,Secondary Education,Service Workers,Managers,111.1,No,No,No,Yes,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,2nd phase - general contingent,First Choice,Management,Daytime,Secondary education,136.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Technicians,122.7,Yes,No,No,Yes,Male,No,18,No,0,5,6,5,12.0,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,2,False,True,False
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,147.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,134.4,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,117.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,131.0,Yes,No,Yes,No,Male,No,21,No,0,6,6,1,14.0,0,0,6,7,0,0.0,7,9.4,-0.8,-3.12,1,True,False,False
Single,Change of institution/course,First Choice,Social Service,Daytime,Secondary education,141.0,Portuguese,Secondary Education,Secondary Education,Service Workers,Unskilled Workers,125.0,No,No,No,Yes,Male,No,22,No,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,1,True,False,False
Single,3rd phase - general contingent,First Choice,Oral Hygiene,Daytime,Secondary education,133.1,Portuguese,Higher Education,Basic Education,Professionals,Machine Operators,106.0,Yes,No,No,Yes,Male,No,21,No,0,7,8,7,12.375,0,0,7,11,5,12.583333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,128.0,Yes,No,No,No,Male,No,32,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,Holders of other higher courses,First Choice,Agronomy,Daytime,Higher education,120.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Managers,120.0,Yes,No,No,Yes,Male,No,27,No,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,-4.06,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,148.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,134.8,Yes,No,No,Yes,Male,No,18,No,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,0,False,False,True
Single,Over 23 years old,First Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Service Workers,Technicians,112.0,Yes,No,No,Yes,Male,Yes,24,No,0,6,6,6,15.0,0,0,6,6,2,16.0,0,15.5,2.8,-4.06,0,False,False,True
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Managers,Unskilled Workers,116.1,Yes,No,No,Yes,Male,No,22,No,0,5,9,2,10.5,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Single,Change of course,First Choice,Equinculture,Daytime,Secondary education,120.0,Portuguese,Higher Education,Higher Education,Technicians,Professionals,120.0,Yes,No,No,No,Male,No,22,No,0,6,0,0,0.0,0,0,4,6,0,0.0,2,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,119.7,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,13.25,0,0,5,6,5,11.833333333333334,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,129.0,Portuguese,Basic Education,Secondary Education,Administrative Staff,Other,117.1,Yes,No,No,Yes,Male,No,19,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,118.0,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,112.4,Yes,No,No,Yes,Male,No,21,No,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,2,False,True,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,140.0,Portuguese,Secondary Education,Secondary Education,Professionals,Skilled Workers,131.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,127.0,Portuguese,Higher Education,Basic Education,Technicians,Armed Forces,130.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.333333333333334,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,131.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,134.9,Yes,No,Yes,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,2nd phase - general contingent,First Choice,Social Service,Daytime,Secondary education,132.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Unskilled Workers,127.1,Yes,No,No,Yes,Female,No,19,No,0,6,7,6,12.857142857142858,0,0,6,7,6,13.666666666666666,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,113.0,Portuguese,Basic Education,Basic Education,Service Workers,Skilled Workers,110.2,Yes,No,Yes,Yes,Female,No,19,No,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,0,False,False,True
Single,2nd phase - general contingent,First Choice,Tourism,Daytime,Secondary education,115.0,Portuguese,Other,Secondary Education,Unskilled Workers,Technicians,108.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,9,5,11.4,0,0,6,6,6,11.333333333333334,0,12.4,0.5,1.79,0,False,False,True
